,Weekend,Season,Weather,RoadCond,PoliceActivity,NoJourneys,Country,AvgSpeed,DangerLvl,NoAccidents,NoFatalities
9486,working,summer,bad,good,regular,medium,US,high,low,medium,low
9487,working,summer,good,good,regular,medium,Europe,high,low,high,high
9488,working,spring,bad,bad,regular,medium,,low,low,,low
9489,working,fall,good,,regular,medium,UK,,low,medium,high
9490,holiday,spring,bad,bad,regular,low,Europe,low,low,medium,medium
9491,weekend,fall,bad,bad,regular,medium,UK,low,low,medium,high
9492,working,fall,good,good,regular,medium,Europe,low,low,low,low
9493,working,winter,good,bad,regular,medium,UK,low,low,high,high
9494,weekend,winter,bad,bad,regular,medium,US,high,low,high,medium
9495,working,winter,bad,bad,regular,medium,US,low,low,medium,medium
9496,weekend,winter,bad,bad,regular,medium,Europe,high,low,medium,low
9497,working,spring,,good,regular,medium,Europe,high,low,medium,medium
9498,working,winter,bad,bad,regular,medium,US,low,low,low,medium
9499,working,winter,bad,bad,regular,medium,UK,low,low,medium,low
9500,working,winter,good,good,regular,medium,Europe,low,low,low,low
9501,weekend,summer,good,good,regular,medium,Europe,low,low,low,low
9502,weekend,fall,good,good,regular,medium,,high,,low,low
9503,,spring,good,good,regular,medium,US,high,low,medium,
9504,weekend,spring,good,bad,regular,medium,,high,low,low,low
9505,working,winter,bad,bad,regular,medium,Europe,high,low,medium,low
9506,weekend,winter,good,good,regular,medium,US,high,low,low,low
9507,weekend,fall,good,good,regular,medium,Europe,high,low,medium,high
9508,working,spring,good,good,regular,medium,Europe,high,low,low,low
9509,working,summer,good,good,regular,medium,Europe,high,low,low,low
9510,,fall,good,bad,regular,medium,Europe,low,low,medium,low
9511,working,spring,good,good,regular,medium,Europe,high,low,high,high
9512,weekend,winter,bad,bad,regular,low,US,low,low,low,low
9513,working,spring,good,good,regular,medium,Europe,high,low,low,medium
9514,weekend,fall,good,bad,regular,medium,Europe,high,low,low,medium
9515,holiday,spring,bad,bad,regular,low,Europe,low,low,low,low
9516,working,summer,good,good,regular,medium,Europe,high,low,high,high
9517,working,winter,bad,bad,increased,medium,UK,low,low,low,low
9518,working,winter,bad,bad,regular,low,Europe,low,low,low,low
9519,working,winter,bad,bad,regular,medium,UK,low,low,medium,low
9520,weekend,winter,bad,bad,regular,low,US,low,low,low,low
9521,working,fall,good,good,regular,medium,UK,high,low,medium,high
9522,holiday,winter,good,bad,regular,medium,Europe,low,low,low,low
9523,working,,,good,regular,low,US,high,low,low,low
9524,working,spring,good,good,regular,medium,UK,high,low,high,medium
9525,working,fall,good,bad,regular,medium,US,high,low,high,high
9526,working,fall,good,good,regular,medium,Europe,low,low,medium,low
9527,weekend,summer,good,good,regular,medium,US,high,low,low,low
9528,working,fall,bad,good,regular,low,UK,,low,low,medium
9529,working,summer,good,bad,regular,medium,Europe,low,low,low,low
9530,working,fall,bad,good,regular,low,Europe,low,low,low,low
9531,weekend,fall,good,good,regular,medium,UK,high,low,high,medium
9532,working,summer,good,good,regular,low,Europe,high,low,low,low
9533,working,summer,good,good,regular,medium,US,high,low,medium,low
9534,weekend,fall,good,good,regular,low,UK,low,low,low,low
9535,working,fall,,bad,,low,,high,low,low,low
9536,working,,good,good,regular,medium,Europe,high,low,low,low
9537,weekend,summer,bad,,regular,,US,low,low,high,medium
9538,working,summer,bad,good,regular,medium,Europe,low,low,medium,high
9539,weekend,fall,bad,bad,regular,low,Europe,low,low,low,low
9540,working,winter,good,good,,medium,Europe,low,low,low,low
9541,working,spring,bad,bad,regular,low,US,high,low,,low
9542,working,summer,good,good,regular,low,US,high,low,medium,high
9543,working,summer,good,good,regular,medium,Europe,low,low,high,medium
9544,weekend,winter,bad,bad,regular,low,US,low,low,medium,medium
9545,working,fall,good,good,regular,medium,Europe,high,high,high,high
9546,weekend,spring,good,bad,regular,medium,Europe,low,low,low,low
9547,weekend,summer,good,good,regular,medium,Europe,low,low,high,medium
9548,weekend,winter,good,good,regular,medium,,high,low,medium,medium
9549,holiday,fall,good,good,regular,medium,,high,low,low,low
9550,working,spring,good,good,regular,medium,Europe,high,low,medium,medium
9551,working,spring,good,bad,regular,medium,UK,low,,low,low
9552,weekend,spring,good,good,regular,,US,high,low,low,low
9553,weekend,summer,good,bad,regular,medium,Europe,high,low,low,low
9554,weekend,winter,bad,bad,regular,low,US,high,low,high,
9555,working,spring,good,bad,regular,medium,Europe,low,low,medium,low
9556,weekend,winter,good,good,regular,low,Europe,low,,low,medium
9557,working,winter,bad,bad,regular,medium,,low,,medium,
9558,working,,bad,bad,regular,medium,Europe,low,low,,low
9559,weekend,spring,good,bad,regular,medium,UK,low,low,low,low
9560,weekend,summer,good,good,regular,low,Europe,high,low,low,medium
9561,,fall,good,good,regular,medium,UK,low,low,low,low
9562,working,summer,bad,good,regular,,US,high,low,medium,high
9563,holiday,fall,good,bad,regular,medium,UK,low,low,medium,low
9564,working,winter,bad,bad,regular,low,Europe,low,low,low,low
9565,weekend,fall,bad,good,regular,low,Europe,high,high,medium,low
9566,weekend,spring,bad,bad,regular,low,Europe,low,low,medium,high
9567,working,winter,good,good,regular,medium,UK,high,low,,low
9568,weekend,summer,good,,regular,medium,Europe,low,low,high,
9569,holiday,summer,good,good,regular,medium,US,high,low,high,medium
9570,working,fall,good,good,regular,medium,Europe,high,low,medium,medium
9571,holiday,spring,bad,good,,low,UK,low,low,high,high
9572,weekend,spring,bad,good,regular,medium,UK,high,low,medium,medium
9573,holiday,spring,bad,bad,regular,low,UK,low,high,low,low
9574,working,winter,bad,bad,regular,low,Europe,low,low,low,high
9575,weekend,fall,bad,bad,regular,medium,,low,low,low,low
9576,working,winter,bad,bad,regular,low,Europe,low,low,medium,low
9577,,summer,good,bad,regular,medium,US,low,low,low,medium
9578,holiday,spring,good,good,regular,medium,UK,low,,low,medium
9579,working,spring,bad,bad,regular,medium,US,low,low,medium,low
9580,,winter,bad,bad,regular,medium,UK,low,low,medium,medium
9581,working,winter,bad,bad,regular,medium,Europe,low,low,low,low
9582,holiday,spring,bad,bad,regular,low,Europe,low,low,medium,low
9583,working,summer,bad,bad,regular,medium,US,low,low,medium,low
9584,working,fall,bad,bad,regular,medium,Europe,,low,,high
9585,working,spring,bad,bad,regular,medium,UK,high,high,medium,medium
9586,working,,good,bad,regular,medium,Europe,low,low,medium,medium
9587,holiday,spring,good,good,regular,medium,UK,high,low,high,high
9588,working,summer,good,good,regular,medium,US,high,,medium,low
9589,working,spring,good,good,regular,low,US,high,low,medium,high
9590,holiday,spring,,bad,regular,low,Europe,high,low,low,medium
9591,working,summer,good,bad,,medium,US,low,low,low,
9592,weekend,winter,bad,bad,regular,low,Europe,,low,low,medium
9593,working,summer,good,good,regular,medium,Europe,,low,medium,low
9594,working,fall,good,good,regular,low,UK,low,low,low,low
9595,working,fall,good,good,regular,medium,US,low,low,low,low
9596,,fall,bad,bad,regular,medium,Europe,low,low,high,
9597,weekend,winter,bad,bad,regular,medium,Europe,low,low,low,low
9598,working,summer,bad,good,regular,low,Europe,high,low,low,low
9599,working,winter,bad,bad,regular,medium,Europe,low,low,medium,
9600,working,spring,good,good,regular,medium,Europe,high,low,high,medium
9601,working,spring,bad,bad,regular,low,Europe,low,low,low,low
9602,weekend,summer,bad,bad,,,US,low,low,low,low
9603,,summer,bad,good,increased,medium,Europe,low,low,low,low
9604,working,winter,bad,good,regular,low,UK,low,low,low,medium
9605,working,winter,bad,bad,regular,low,UK,low,low,low,low
9606,weekend,fall,bad,bad,regular,low,UK,low,low,low,medium
9607,working,winter,bad,bad,increased,medium,UK,low,low,medium,low
9608,holiday,winter,bad,good,regular,medium,Europe,high,low,medium,high
9609,holiday,,bad,bad,regular,medium,US,high,low,high,high
9610,working,spring,bad,bad,regular,low,Europe,low,low,low,medium
9611,weekend,fall,bad,bad,regular,medium,Europe,low,low,high,medium
9612,holiday,summer,good,bad,regular,medium,Europe,high,high,,low
9613,working,summer,good,bad,regular,medium,Europe,low,low,medium,high
9614,working,winter,good,good,regular,medium,US,low,low,low,low
9615,weekend,,good,,regular,medium,US,high,low,low,high
9616,,fall,bad,,regular,low,Europe,high,low,medium,medium
9617,working,spring,,good,regular,medium,Europe,high,low,medium,low
9618,working,summer,good,good,regular,medium,UK,high,low,high,high
9619,,winter,bad,bad,regular,low,UK,low,low,high,high
9620,working,fall,good,good,regular,medium,US,high,low,low,low
9621,working,spring,bad,bad,regular,medium,,high,high,,high
9622,working,fall,bad,bad,regular,low,UK,low,low,low,low
9623,working,spring,good,good,regular,medium,Europe,high,low,low,low
9624,working,fall,bad,bad,regular,medium,Europe,low,low,low,low
9625,working,fall,bad,bad,increased,low,UK,low,low,low,low
9626,working,spring,bad,bad,regular,medium,US,low,low,medium,high
9627,weekend,spring,bad,good,regular,medium,UK,low,low,low,medium
9628,working,summer,good,good,increased,medium,Europe,low,low,low,medium
9629,working,fall,bad,bad,regular,low,UK,low,low,low,low
9630,weekend,summer,good,good,regular,medium,Europe,high,low,medium,medium
9631,working,fall,good,good,regular,medium,Europe,,low,low,high
9632,working,winter,bad,bad,,low,US,low,low,medium,low
9633,working,winter,good,good,regular,low,US,low,low,medium,low
9634,working,fall,good,good,regular,low,UK,high,low,low,low
9635,working,spring,,good,regular,medium,Europe,high,low,low,low
9636,working,winter,good,bad,regular,medium,Europe,low,low,low,low
9637,weekend,winter,bad,bad,regular,medium,US,low,low,high,high
9638,working,summer,good,good,regular,medium,US,high,low,low,low
9639,working,spring,good,bad,increased,medium,Europe,low,low,high,high
9640,weekend,winter,bad,good,regular,medium,US,low,low,low,low
9641,working,summer,bad,bad,regular,medium,Europe,high,low,low,
9642,working,fall,good,good,regular,medium,US,high,low,medium,high
9643,,winter,good,good,regular,medium,,high,low,low,high
9644,working,spring,bad,bad,regular,medium,Europe,low,low,medium,medium
9645,working,fall,good,good,regular,medium,US,high,low,high,low
9646,working,spring,good,bad,regular,medium,Europe,low,low,,
9647,weekend,winter,bad,bad,regular,low,UK,high,high,high,medium
9648,working,summer,good,good,regular,medium,US,high,low,medium,medium
9649,working,spring,bad,bad,regular,low,Europe,high,low,low,low
9650,working,spring,good,good,regular,medium,Europe,low,low,medium,low
9651,weekend,fall,bad,bad,regular,low,US,low,low,low,medium
9652,working,summer,good,good,,medium,US,low,low,high,high
9653,working,winter,good,,regular,medium,US,low,low,low,high
9654,working,fall,bad,bad,regular,low,US,low,low,low,low
9655,weekend,spring,bad,bad,increased,low,Europe,low,,low,low
9656,working,summer,good,good,regular,medium,Europe,low,,low,low
9657,working,spring,good,bad,regular,low,US,low,low,low,low
9658,holiday,winter,good,good,regular,low,Europe,high,low,,low
9659,working,spring,bad,bad,regular,medium,Europe,high,low,low,low
9660,working,spring,bad,bad,regular,medium,Europe,low,low,low,high
9661,weekend,fall,bad,bad,regular,low,Europe,low,low,low,high
9662,,spring,bad,bad,regular,medium,UK,low,low,medium,low
9663,working,spring,bad,bad,regular,low,US,,low,low,low
9664,weekend,spring,bad,,,medium,US,low,low,medium,high
9665,,fall,good,bad,regular,medium,US,low,low,high,high
9666,working,spring,good,good,regular,medium,US,low,low,low,low
9667,working,spring,good,good,regular,medium,Europe,high,low,low,medium
9668,working,spring,good,good,regular,low,Europe,low,low,low,low
9669,weekend,spring,bad,bad,regular,low,Europe,low,low,medium,low
9670,working,winter,bad,bad,increased,medium,,low,low,low,low
9671,working,fall,good,,regular,medium,US,low,low,low,low
9672,working,summer,good,good,regular,medium,Europe,high,low,low,low
9673,working,winter,bad,bad,regular,medium,US,low,low,low,low
9674,working,fall,good,good,increased,medium,Europe,low,low,medium,high
9675,working,,good,bad,regular,medium,Europe,high,low,medium,high
9676,holiday,winter,bad,bad,regular,medium,US,high,high,,medium
9677,,summer,good,good,regular,medium,UK,low,low,medium,medium
9678,working,fall,bad,bad,regular,medium,Europe,low,low,low,low
9679,weekend,fall,bad,bad,regular,low,Europe,low,low,low,low
9680,working,winter,bad,good,regular,medium,UK,low,low,low,
9681,weekend,summer,good,good,regular,medium,Europe,low,low,medium,medium
9682,working,summer,good,good,increased,medium,UK,high,low,low,low
9683,working,winter,good,good,regular,low,Europe,high,low,high,
9684,weekend,winter,,good,regular,,UK,low,low,,medium
9685,working,summer,good,good,regular,medium,Europe,high,low,low,low
9686,weekend,fall,good,bad,regular,medium,US,low,low,medium,low
9687,working,fall,bad,bad,regular,medium,Europe,low,low,low,low
9688,weekend,,bad,bad,regular,low,Europe,high,high,high,high
9689,working,winter,bad,good,regular,medium,Europe,low,,low,
9690,working,spring,good,good,increased,medium,US,low,low,low,low
9691,working,winter,bad,bad,regular,medium,,low,low,low,low
9692,working,summer,bad,bad,regular,medium,Europe,low,low,low,low
9693,working,,bad,bad,regular,medium,Europe,low,low,medium,medium
9694,weekend,spring,bad,bad,regular,,US,high,high,medium,medium
9695,holiday,winter,bad,bad,increased,low,US,low,low,low,low
9696,weekend,fall,good,good,increased,medium,Europe,,low,high,medium
9697,working,summer,good,bad,regular,medium,Europe,high,low,low,medium
9698,weekend,winter,bad,bad,increased,medium,Europe,low,low,medium,low
9699,weekend,summer,good,bad,regular,medium,US,low,low,medium,high
9700,working,spring,good,good,regular,medium,Europe,low,low,,low
9701,working,fall,,bad,regular,medium,,high,low,medium,medium
9702,working,summer,good,good,regular,medium,Europe,low,low,medium,medium
9703,working,winter,,bad,regular,medium,US,low,low,low,low
9704,working,spring,good,bad,regular,low,US,low,low,low,low
9705,working,fall,bad,bad,regular,medium,Europe,high,low,high,medium
9706,holiday,summer,bad,good,regular,medium,Europe,high,low,medium,low
9707,working,spring,good,bad,regular,medium,Europe,low,low,medium,low
9708,weekend,summer,good,good,regular,medium,Europe,high,low,low,medium
9709,working,fall,good,good,regular,low,Europe,high,low,,high
9710,weekend,fall,good,good,regular,medium,US,low,low,high,low
9711,working,summer,,bad,regular,medium,UK,low,low,high,medium
9712,working,spring,good,good,regular,medium,UK,low,low,high,high
9713,working,spring,good,good,regular,medium,US,high,high,,low
9714,,summer,good,good,regular,medium,UK,high,,low,medium
9715,working,winter,,good,regular,,Europe,high,low,medium,low
9716,weekend,summer,good,good,regular,medium,Europe,low,low,medium,medium
9717,,fall,bad,bad,regular,medium,UK,low,low,low,
9718,,summer,good,good,,medium,UK,low,low,medium,medium
9719,weekend,spring,good,good,regular,medium,,high,low,medium,low
9720,working,fall,good,good,regular,medium,Europe,low,low,high,high
9721,working,summer,bad,good,regular,low,US,low,low,low,low
9722,working,summer,good,good,regular,,UK,high,high,high,
9723,weekend,summer,good,good,regular,medium,UK,high,low,medium,medium
9724,working,fall,good,good,regular,medium,US,high,low,high,medium
9725,working,winter,bad,bad,regular,medium,UK,low,low,low,low
9726,working,summer,good,good,regular,medium,Europe,high,low,low,medium
9727,working,fall,bad,bad,regular,medium,Europe,low,low,medium,medium
9728,,spring,bad,bad,regular,low,US,low,low,low,medium
9729,working,winter,bad,bad,regular,low,Europe,low,low,high,medium
